"tanggal","year","stasiun","pm10","so2","co","o3","no2","max","critical","categori","sum_partikulat"
"2013-12-08","2013","DKI1 (Bunderan HI)",54,17,24,46,14,0,"TIDAK ADA DATA","TIDAK ADA DATA",155
"2013-12-09","2013","DKI1 (Bunderan HI)",57,7,33,76,13,76,"O3","SEDANG",186
"2013-12-10","2013","DKI1 (Bunderan HI)",56,6,42,78,17,78,"O3","SEDANG",199
"2013-12-11","2013","DKI1 (Bunderan HI)",64,17,37,46,14,64,"PM10","SEDANG",178
"2013-12-12","2013","DKI1 (Bunderan HI)",49,17,34,46,13,49,"PM10","BAIK",159
"2013-12-13","2013","DKI1 (Bunderan HI)",56,17,57,46,12,57,"CO","SEDANG",188
"2013-12-14","2013","DKI1 (Bunderan HI)",39,17,38,46,9,39,"PM10","BAIK",149
"2013-12-15","2013","DKI1 (Bunderan HI)",64,17,66,77,14,77,"O3","SEDANG",238
"2013-12-16","2013","DKI1 (Bunderan HI)",43,2,41,88,21,88,"O3","SEDANG",195
"2013-12-17","2013","DKI1 (Bunderan HI)",38,2,39,65,21,65,"O3","SEDANG",165
"2013-12-18","2013","DKI1 (Bunderan HI)",71,4,43,61,20,71,"PM10","SEDANG",199
"2013-12-19","2013","DKI1 (Bunderan HI)",61,5,32,79,17,79,"O3","SEDANG",194
"2013-12-20","2013","DKI1 (Bunderan HI)",54,3,50,58,12,58,"O3","SEDANG",177
"2013-12-21","2013","DKI1 (Bunderan HI)",54,4,50,34,9,50,"CO","BAIK",151
"2013-12-22","2013","DKI1 (Bunderan HI)",54,4,50,34,9,50,"CO","BAIK",151
"2013-12-23","2013","DKI1 (Bunderan HI)",54,4,50,40,10,50,"CO","BAIK",158
"2013-12-24","2013","DKI1 (Bunderan HI)",40,4,32,43,10,43,"O3","BAIK",129
"2013-12-25","2013","DKI1 (Bunderan HI)",57,9,32,63,12,63,"O3","SEDANG",173
"2013-12-26","2013","DKI1 (Bunderan HI)",57,5,21,61,12,61,"O3","SEDANG",156
"2013-12-27","2013","DKI1 (Bunderan HI)",63,4,33,52,15,63,"PM10","SEDANG",167
"2013-12-28","2013","DKI1 (Bunderan HI)",61,7,28,51,11,61,"PM10","SEDANG",158
"2013-12-29","2013","DKI1 (Bunderan HI)",50,4,21,55,12,55,"O3","SEDANG",142
"2013-12-30","2013","DKI1 (Bunderan HI)",41,4,26,53,12,53,"O3","SEDANG",136
"2013-12-31","2013","DKI1 (Bunderan HI)",28,2,26,52,13,52,"O3","SEDANG",121
"2014-01-01","2014","DKI1 (Bunderan HI)",77,3,39,54,13,77,"PM10","SEDANG",186
"2014-01-02","2014","DKI1 (Bunderan HI)",55,4,29,58,12,58,"O3","SEDANG",158
"2014-01-03","2014","DKI1 (Bunderan HI)",60,5,40,68,13,68,"O3","SEDANG",186
"2014-01-04","2014","DKI1 (Bunderan HI)",55,7,30,56,14,56,"O3","SEDANG",162
"2014-01-05","2014","DKI1 (Bunderan HI)",39,4,18,48,10,48,"O3","BAIK",119
"2014-01-06","2014","DKI1 (Bunderan HI)",27,2,18,45,6,45,"O3","BAIK",98
"2014-01-07","2014","DKI1 (Bunderan HI)",40,5,27,52,13,52,"O3","SEDANG",137
"2014-01-08","2014","DKI1 (Bunderan HI)",51,3,31,57,12,57,"O3","SEDANG",154
"2014-01-09","2014","DKI1 (Bunderan HI)",50,5,39,41,10,50,"PM10","BAIK",145
"2014-01-10","2014","DKI1 (Bunderan HI)",39,3,24,56,10,56,"O3","SEDANG",132
"2014-01-11","2014","DKI1 (Bunderan HI)",51,4,28,75,21,75,"O3","SEDANG",179
"2014-01-12","2014","DKI1 (Bunderan HI)",44,1,25,71,13,71,"O3","SEDANG",154
"2014-01-13","2014","DKI1 (Bunderan HI)",40,6,39,54,15,54,"O3","SEDANG",154
"2014-01-14","2014","DKI1 (Bunderan HI)",54,9,36,53,16,54,"PM10","SEDANG",168
"2014-01-15","2014","DKI1 (Bunderan HI)",46,3,29,54,10,54,"O3","SEDANG",142
"2014-01-16","2014","DKI1 (Bunderan HI)",50,4,39,46,14,50,"PM10","BAIK",153
"2014-01-17","2014","DKI1 (Bunderan HI)",51,2,33,56,18,56,"O3","SEDANG",160
"2014-01-18","2014","DKI1 (Bunderan HI)",39,1,25,55,15,55,"O3","SEDANG",135
"2014-01-19","2014","DKI1 (Bunderan HI)",38,1,26,57,15,57,"O3","SEDANG",137
"2014-01-20","2014","DKI1 (Bunderan HI)",54,2,23,53,13,54,"PM10","SEDANG",145
"2014-01-21","2014","DKI1 (Bunderan HI)",44,2,28,52,15,52,"O3","SEDANG",141
"2014-01-22","2014","DKI1 (Bunderan HI)",59,7,29,51,15,59,"PM10","SEDANG",161
"2014-01-23","2014","DKI1 (Bunderan HI)",48,2,26,53,15,53,"O3","SEDANG",144
"2014-01-24","2014","DKI1 (Bunderan HI)",59,4,41,50,17,59,"PM10","SEDANG",171
"2014-01-25","2014","DKI1 (Bunderan HI)",53,2,23,53,15,53,"PM10","SEDANG",146
"2014-01-26","2014","DKI1 (Bunderan HI)",60,3,32,56,12,60,"PM10","SEDANG",163
"2014-01-27","2014","DKI1 (Bunderan HI)",65,2,29,51,13,65,"PM10","SEDANG",160
"2014-01-28","2014","DKI1 (Bunderan HI)",54,1,26,52,11,52,"O3","SEDANG",144
"2014-01-29","2014","DKI1 (Bunderan HI)",54,1,25,49,12,49,"O3","BAIK",141
"2014-01-30","2014","DKI1 (Bunderan HI)",54,2,24,42,10,42,"O3","BAIK",132
"2014-01-31","2014","DKI1 (Bunderan HI)",54,1,23,46,10,46,"O3","BAIK",134
"2014-02-01","2014","DKI1 (Bunderan HI)",54,1,23,48,12,48,"O3","BAIK",138
"2014-02-02","2014","DKI1 (Bunderan HI)",54,4,15,39,12,39,"O3","BAIK",124
"2014-02-03","2014","DKI1 (Bunderan HI)",54,4,30,34,15,34,"O3","BAIK",137
"2014-02-04","2014","DKI1 (Bunderan HI)",54,3,32,46,16,46,"O3","BAIK",151
"2014-02-05","2014","DKI1 (Bunderan HI)",54,2,37,53,16,53,"O3","SEDANG",162
"2014-02-06","2014","DKI1 (Bunderan HI)",51,2,40,48,17,51,"PM10","SEDANG",158
"2014-02-07","2014","DKI1 (Bunderan HI)",56,4,35,47,13,56,"PM10","SEDANG",155
"2014-02-08","2014","DKI1 (Bunderan HI)",47,5,30,46,15,47,"PM10","BAIK",143
"2014-02-09","2014","DKI1 (Bunderan HI)",55,2,56,54,20,56,"CO","SEDANG",187
"2014-02-10","2014","DKI1 (Bunderan HI)",46,3,36,47,20,47,"O3","BAIK",152
"2014-02-11","2014","DKI1 (Bunderan HI)",57,5,32,53,15,57,"PM10","SEDANG",162
"2014-02-12","2014","DKI1 (Bunderan HI)",58,2,28,57,11,58,"PM10","SEDANG",156
"2014-02-13","2014","DKI1 (Bunderan HI)",67,5,31,49,15,67,"PM10","SEDANG",167
"2014-02-14","2014","DKI1 (Bunderan HI)",58,5,28,45,18,58,"PM10","SEDANG",154
"2014-02-15","2014","DKI1 (Bunderan HI)",59,5,29,43,13,59,"PM10","SEDANG",149
"2014-02-16","2014","DKI1 (Bunderan HI)",73,13,47,42,14,73,"PM10","SEDANG",189
"2014-02-17","2014","DKI1 (Bunderan HI)",87,7,42,54,25,87,"PM10","SEDANG",215
"2014-02-18","2014","DKI1 (Bunderan HI)",54,4,38,41,16,41,"O3","BAIK",153
"2014-02-19","2014","DKI1 (Bunderan HI)",75,7,37,48,16,75,"PM10","SEDANG",183
"2014-02-20","2014","DKI1 (Bunderan HI)",77,7,35,59,21,77,"PM10","SEDANG",199
"2014-02-21","2014","DKI1 (Bunderan HI)",46,8,29,55,13,55,"O3","SEDANG",151
"2014-02-22","2014","DKI1 (Bunderan HI)",46,6,32,43,12,46,"PM10","BAIK",139
"2014-02-23","2014","DKI1 (Bunderan HI)",34,4,34,41,13,41,"O3","BAIK",126
"2014-02-24","2014","DKI1 (Bunderan HI)",44,4,38,41,17,44,"PM10","BAIK",144
"2014-02-25","2014","DKI1 (Bunderan HI)",54,5,43,53,25,54,"PM10","SEDANG",180
"2014-02-26","2014","DKI1 (Bunderan HI)",52,5,43,39,17,52,"PM10","SEDANG",156
"2014-02-27","2014","DKI1 (Bunderan HI)",63,4,57,53,28,63,"PM10","SEDANG",205
"2014-02-28","2014","DKI1 (Bunderan HI)",94,7,90,49,34,94,"PM10","SEDANG",274
"2014-03-01","2014","DKI1 (Bunderan HI)",72,5,36,47,16,72,"PM10","SEDANG",176
"2014-03-02","2014","DKI1 (Bunderan HI)",59,3,26,70,12,70,"O3","SEDANG",170
"2014-03-03","2014","DKI1 (Bunderan HI)",61,8,33,71,20,71,"O3","SEDANG",193
"2014-03-04","2014","DKI1 (Bunderan HI)",59,8,30,60,17,60,"O3","SEDANG",174
"2014-03-05","2014","DKI1 (Bunderan HI)",65,6,31,60,16,65,"PM10","SEDANG",178
"2014-03-06","2014","DKI1 (Bunderan HI)",88,10,42,101,26,101,"O3","TIDAK SEHAT",267
"2014-03-07","2014","DKI1 (Bunderan HI)",77,6,38,70,26,77,"PM10","SEDANG",217
"2014-03-08","2014","DKI1 (Bunderan HI)",72,6,30,58,23,72,"PM10","SEDANG",189
"2014-03-09","2014","DKI1 (Bunderan HI)",78,5,45,60,16,78,"PM10","SEDANG",204
"2014-03-10","2014","DKI1 (Bunderan HI)",68,3,40,63,22,68,"PM10","SEDANG",196
"2014-03-11","2014","DKI1 (Bunderan HI)",83,5,49,50,21,83,"PM10","SEDANG",208
"2014-03-12","2014","DKI1 (Bunderan HI)",61,6,51,47,20,61,"PM10","SEDANG",185
"2014-03-13","2014","DKI1 (Bunderan HI)",85,7,62,60,26,85,"PM10","SEDANG",240
"2014-03-14","2014","DKI1 (Bunderan HI)",69,7,36,63,22,69,"PM10","SEDANG",197
"2014-03-15","2014","DKI1 (Bunderan HI)",86,12,67,63,27,86,"PM10","SEDANG",255
"2014-03-16","2014","DKI1 (Bunderan HI)",80,4,50,58,14,80,"PM10","SEDANG",206
"2014-03-17","2014","DKI1 (Bunderan HI)",80,4,45,84,26,84,"O3","SEDANG",239
"2014-03-18","2014","DKI1 (Bunderan HI)",77,7,52,71,22,77,"PM10","SEDANG",229
"2014-03-19","2014","DKI1 (Bunderan HI)",66,10,36,70,18,70,"O3","SEDANG",200
"2014-03-20","2014","DKI1 (Bunderan HI)",80,11,48,107,27,107,"O3","TIDAK SEHAT",273
"2014-03-21","2014","DKI1 (Bunderan HI)",58,7,40,63,15,63,"O3","SEDANG",183
"2014-03-22","2014","DKI1 (Bunderan HI)",51,7,29,42,14,51,"PM10","SEDANG",143
"2014-03-23","2014","DKI1 (Bunderan HI)",44,4,21,51,11,51,"O3","SEDANG",131
"2014-03-24","2014","DKI1 (Bunderan HI)",68,4,49,54,14,68,"PM10","SEDANG",189
"2014-03-25","2014","DKI1 (Bunderan HI)",54,4,25,52,12,54,"PM10","SEDANG",147
"2014-03-26","2014","DKI1 (Bunderan HI)",54,4,33,60,19,60,"O3","SEDANG",170
"2014-03-27","2014","DKI1 (Bunderan HI)",54,10,70,61,31,70,"CO","SEDANG",226
"2014-03-28","2014","DKI1 (Bunderan HI)",68,7,35,78,23,78,"O3","SEDANG",211
"2014-03-29","2014","DKI1 (Bunderan HI)",54,6,30,70,16,70,"O3","SEDANG",176
"2014-03-30","2014","DKI1 (Bunderan HI)",53,6,23,62,14,62,"O3","SEDANG",158
"2014-03-31","2014","DKI1 (Bunderan HI)",57,7,22,53,8,57,"PM10","SEDANG",147
"2014-04-01","2014","DKI1 (Bunderan HI)",64,9,37,59,14,64,"PM10","SEDANG",183
"2014-04-02","2014","DKI1 (Bunderan HI)",55,7,28,54,17,55,"PM10","SEDANG",161
"2014-04-03","2014","DKI1 (Bunderan HI)",57,8,40,86,20,86,"O3","SEDANG",211
"2014-04-04","2014","DKI1 (Bunderan HI)",65,5,37,66,20,66,"O3","SEDANG",193
"2014-04-05","2014","DKI1 (Bunderan HI)",71,25,72,78,20,78,"O3","SEDANG",266
"2014-04-06","2014","DKI1 (Bunderan HI)",39,13,20,56,12,56,"O3","SEDANG",140
"2014-04-07","2014","DKI1 (Bunderan HI)",42,17,30,57,17,57,"O3","SEDANG",163
"2014-04-08","2014","DKI1 (Bunderan HI)",54,21,47,55,11,55,"O3","SEDANG",188
"2014-04-09","2014","DKI1 (Bunderan HI)",25,11,21,51,9,51,"O3","SEDANG",117
"2014-04-10","2014","DKI1 (Bunderan HI)",39,14,25,46,12,46,"O3","BAIK",136
"2014-04-11","2014","DKI1 (Bunderan HI)",51,17,27,50,13,51,"PM10","SEDANG",158
"2014-04-12","2014","DKI1 (Bunderan HI)",65,22,62,58,21,65,"PM10","SEDANG",228
"2014-04-13","2014","DKI1 (Bunderan HI)",45,18,21,54,15,54,"O3","SEDANG",153
"2014-04-14","2014","DKI1 (Bunderan HI)",40,15,30,48,10,48,"O3","BAIK",143
"2014-04-15","2014","DKI1 (Bunderan HI)",36,16,28,47,14,47,"O3","BAIK",141
"2014-04-16","2014","DKI1 (Bunderan HI)",41,17,36,58,20,58,"O3","SEDANG",172
"2014-04-17","2014","DKI1 (Bunderan HI)",66,24,40,88,21,88,"O3","SEDANG",239
"2014-04-18","2014","DKI1 (Bunderan HI)",66,25,48,94,16,94,"O3","SEDANG",249
"2014-04-19","2014","DKI1 (Bunderan HI)",64,16,30,66,14,66,"O3","SEDANG",190
"2014-04-20","2014","DKI1 (Bunderan HI)",34,18,46,42,15,46,"CO","BAIK",155
"2014-04-21","2014","DKI1 (Bunderan HI)",51,14,25,48,14,51,"PM10","SEDANG",152
"2014-04-22","2014","DKI1 (Bunderan HI)",27,11,20,43,9,43,"O3","BAIK",110
"2014-04-23","2014","DKI1 (Bunderan HI)",60,25,48,64,13,64,"O3","SEDANG",210
"2014-04-24","2014","DKI1 (Bunderan HI)",43,17,30,41,11,43,"PM10","BAIK",142
"2014-04-25","2014","DKI1 (Bunderan HI)",29,17,21,56,9,56,"O3","SEDANG",132
"2014-04-26","2014","DKI1 (Bunderan HI)",40,6,22,51,12,51,"O3","SEDANG",131
"2014-04-27","2014","DKI1 (Bunderan HI)",45,5,23,62,12,62,"O3","SEDANG",147
"2014-04-28","2014","DKI1 (Bunderan HI)",52,5,35,87,21,87,"O3","SEDANG",200
"2014-04-29","2014","DKI1 (Bunderan HI)",54,5,34,86,27,86,"O3","SEDANG",206
"2014-04-30","2014","DKI1 (Bunderan HI)",56,5,35,85,29,85,"O3","SEDANG",210
"2014-05-01","2014","DKI1 (Bunderan HI)",60,8,40,69,18,69,"O3","SEDANG",195
"2014-05-02","2014","DKI1 (Bunderan HI)",77,8,38,69,28,77,"PM10","SEDANG",220
"2014-05-03","2014","DKI1 (Bunderan HI)",76,6,60,46,39,76,"PM10","SEDANG",227
"2014-05-04","2014","DKI1 (Bunderan HI)",51,9,22,54,12,54,"O3","SEDANG",148
"2014-05-05","2014","DKI1 (Bunderan HI)",50,8,27,53,14,53,"O3","SEDANG",152
"2014-05-06","2014","DKI1 (Bunderan HI)",55,8,28,55,13,55,"PM10","SEDANG",159
"2014-05-07","2014","DKI1 (Bunderan HI)",48,6,26,66,19,66,"O3","SEDANG",165
"2014-05-08","2014","DKI1 (Bunderan HI)",63,6,36,62,18,63,"PM10","SEDANG",185
"2014-05-09","2014","DKI1 (Bunderan HI)",44,7,30,78,31,78,"O3","SEDANG",190
"2014-05-10","2014","DKI1 (Bunderan HI)",56,7,34,55,21,56,"PM10","SEDANG",173
"2014-05-11","2014","DKI1 (Bunderan HI)",56,4,23,74,20,74,"O3","SEDANG",177
"2014-05-12","2014","DKI1 (Bunderan HI)",61,4,44,67,20,67,"O3","SEDANG",196
"2014-05-13","2014","DKI1 (Bunderan HI)",68,5,36,100,20,100,"O3","SEDANG",229
"2014-05-14","2014","DKI1 (Bunderan HI)",52,6,37,69,24,69,"O3","SEDANG",188
"2014-05-15","2014","DKI1 (Bunderan HI)",54,9,32,70,19,70,"O3","SEDANG",184
"2014-05-16","2014","DKI1 (Bunderan HI)",57,10,37,45,21,57,"PM10","SEDANG",170
"2014-05-17","2014","DKI1 (Bunderan HI)",51,9,28,42,12,51,"PM10","SEDANG",142
"2014-05-18","2014","DKI1 (Bunderan HI)",54,8,28,84,17,84,"O3","SEDANG",191
"2014-05-19","2014","DKI1 (Bunderan HI)",65,8,38,74,27,74,"O3","SEDANG",212
"2014-05-20","2014","DKI1 (Bunderan HI)",68,8,36,59,21,68,"PM10","SEDANG",192
"2014-05-21","2014","DKI1 (Bunderan HI)",63,8,41,60,16,63,"PM10","SEDANG",188
"2014-05-22","2014","DKI1 (Bunderan HI)",45,7,30,42,14,45,"PM10","BAIK",138
"2014-05-23","2014","DKI1 (Bunderan HI)",47,7,39,49,20,49,"O3","BAIK",162
"2014-05-24","2014","DKI1 (Bunderan HI)",60,7,42,51,18,60,"PM10","SEDANG",178
"2014-05-25","2014","DKI1 (Bunderan HI)",61,7,30,43,12,61,"PM10","SEDANG",153
"2014-05-26","2014","DKI1 (Bunderan HI)",54,7,26,39,13,39,"O3","BAIK",139
"2014-05-27","2014","DKI1 (Bunderan HI)",54,8,53,96,20,96,"O3","SEDANG",231
"2014-05-28","2014","DKI1 (Bunderan HI)",54,6,37,76,26,76,"O3","SEDANG",199
"2014-05-29","2014","DKI1 (Bunderan HI)",50,7,35,44,14,50,"PM10","BAIK",150
"2014-05-30","2014","DKI1 (Bunderan HI)",58,10,31,54,19,58,"PM10","SEDANG",172
"2014-05-31","2014","DKI1 (Bunderan HI)",62,7,43,52,21,62,"PM10","SEDANG",185
"2014-06-01","2014","DKI1 (Bunderan HI)",67,6,55,64,21,67,"PM10","SEDANG",213
"2014-06-02","2014","DKI1 (Bunderan HI)",52,11,26,42,16,52,"PM10","SEDANG",147
"2014-06-03","2014","DKI1 (Bunderan HI)",58,11,28,37,18,58,"PM10","SEDANG",152
"2014-06-04","2014","DKI1 (Bunderan HI)",56,9,32,51,16,56,"PM10","SEDANG",164
"2014-06-05","2014","DKI1 (Bunderan HI)",51,10,36,61,22,61,"O3","SEDANG",180
"2014-06-06","2014","DKI1 (Bunderan HI)",65,9,42,43,26,65,"PM10","SEDANG",185
"2014-06-07","2014","DKI1 (Bunderan HI)",61,13,32,52,17,61,"PM10","SEDANG",175
"2014-06-08","2014","DKI1 (Bunderan HI)",59,11,27,46,13,59,"PM10","SEDANG",156
"2014-06-09","2014","DKI1 (Bunderan HI)",52,10,27,43,14,52,"PM10","SEDANG",146
"2014-06-10","2014","DKI1 (Bunderan HI)",38,7,26,57,18,57,"O3","SEDANG",146
"2014-06-11","2014","DKI1 (Bunderan HI)",64,5,43,96,22,96,"O3","SEDANG",230
"2014-06-12","2014","DKI1 (Bunderan HI)",63,5,37,145,20,145,"O3","TIDAK SEHAT",270
"2014-06-13","2014","DKI1 (Bunderan HI)",34,6,39,116,28,116,"O3","TIDAK SEHAT",223
"2014-06-14","2014","DKI1 (Bunderan HI)",71,9,65,46,24,71,"PM10","SEDANG",215
"2014-06-15","2014","DKI1 (Bunderan HI)",53,6,34,51,16,53,"PM10","SEDANG",160
"2014-06-16","2014","DKI1 (Bunderan HI)",58,9,43,63,21,63,"O3","SEDANG",194
"2014-06-17","2014","DKI1 (Bunderan HI)",43,8,35,62,17,62,"O3","SEDANG",165
"2014-06-18","2014","DKI1 (Bunderan HI)",54,10,29,45,17,54,"PM10","SEDANG",155
"2014-06-19","2014","DKI1 (Bunderan HI)",40,10,31,56,18,56,"O3","SEDANG",155
"2014-06-20","2014","DKI1 (Bunderan HI)",61,10,31,40,14,61,"PM10","SEDANG",156
"2014-06-21","2014","DKI1 (Bunderan HI)",53,9,23,46,11,53,"PM10","SEDANG",142
"2014-06-22","2014","DKI1 (Bunderan HI)",84,8,69,79,26,84,"PM10","SEDANG",266
"2014-06-23","2014","DKI1 (Bunderan HI)",60,9,34,52,14,60,"PM10","SEDANG",169
"2014-06-24","2014","DKI1 (Bunderan HI)",55,8,24,47,13,55,"PM10","SEDANG",147
"2014-06-25","2014","DKI1 (Bunderan HI)",55,9,24,46,14,55,"PM10","SEDANG",148
"2014-06-26","2014","DKI1 (Bunderan HI)",54,8,35,29,24,54,"PM10","SEDANG",150
"2014-06-27","2014","DKI1 (Bunderan HI)",92,11,52,52,22,92,"PM10","SEDANG",229
"2014-06-28","2014","DKI1 (Bunderan HI)",53,7,31,57,17,57,"O3","SEDANG",165
"2014-06-29","2014","DKI1 (Bunderan HI)",73,11,26,66,19,73,"PM10","SEDANG",195
"2014-06-30","2014","DKI1 (Bunderan HI)",56,8,34,75,22,75,"O3","SEDANG",195
"2014-07-01","2014","DKI1 (Bunderan HI)",55,11,32,52,16,55,"PM10","SEDANG",166
"2014-07-02","2014","DKI1 (Bunderan HI)",57,12,28,45,23,57,"PM10","SEDANG",165
"2014-07-03","2014","DKI1 (Bunderan HI)",85,10,51,55,29,85,"PM10","SEDANG",230
"2014-07-04","2014","DKI1 (Bunderan HI)",69,15,36,41,18,69,"PM10","SEDANG",179
"2014-07-05","2014","DKI1 (Bunderan HI)",53,9,27,45,22,53,"PM10","SEDANG",156
"2014-07-06","2014","DKI1 (Bunderan HI)",45,7,21,44,13,45,"PM10","BAIK",130
"2014-07-07","2014","DKI1 (Bunderan HI)",47,8,43,40,24,47,"PM10","BAIK",162
"2014-07-08","2014","DKI1 (Bunderan HI)",56,10,38,42,25,56,"PM10","SEDANG",171
"2014-07-09","2014","DKI1 (Bunderan HI)",74,11,58,31,29,74,"PM10","SEDANG",203
"2014-07-10","2014","DKI1 (Bunderan HI)",43,8,29,70,15,70,"O3","SEDANG",165
"2014-07-11","2014","DKI1 (Bunderan HI)",56,11,24,41,13,56,"PM10","SEDANG",145
"2014-07-12","2014","DKI1 (Bunderan HI)",57,8,35,49,20,57,"PM10","SEDANG",169
"2014-07-13","2014","DKI1 (Bunderan HI)",69,6,52,41,18,69,"PM10","SEDANG",186
"2014-07-14","2014","DKI1 (Bunderan HI)",50,8,33,45,17,50,"PM10","BAIK",153
"2014-07-15","2014","DKI1 (Bunderan HI)",55,10,30,41,19,55,"PM10","SEDANG",155
"2014-07-16","2014","DKI1 (Bunderan HI)",44,7,45,56,21,56,"O3","SEDANG",173
"2014-07-17","2014","DKI1 (Bunderan HI)",57,6,37,62,21,62,"O3","SEDANG",183
"2014-07-18","2014","DKI1 (Bunderan HI)",62,8,36,55,21,62,"PM10","SEDANG",182
"2014-07-19","2014","DKI1 (Bunderan HI)",52,10,30,62,24,62,"O3","SEDANG",178
"2014-07-20","2014","DKI1 (Bunderan HI)",54,8,39,50,13,54,"PM10","SEDANG",164
"2014-07-21","2014","DKI1 (Bunderan HI)",50,7,38,49,21,50,"PM10","BAIK",165
"2014-07-22","2014","DKI1 (Bunderan HI)",51,7,32,78,18,78,"O3","SEDANG",186
"2014-07-23","2014","DKI1 (Bunderan HI)",37,6,27,57,16,57,"O3","SEDANG",143
"2014-07-24","2014","DKI1 (Bunderan HI)",50,10,29,57,19,57,"O3","SEDANG",165
"2014-07-25","2014","DKI1 (Bunderan HI)",60,6,43,47,16,60,"PM10","SEDANG",172
"2014-07-26","2014","DKI1 (Bunderan HI)",48,6,27,47,14,48,"PM10","BAIK",142
"2014-07-27","2014","DKI1 (Bunderan HI)",33,5,26,60,11,60,"O3","SEDANG",135
"2014-07-28","2014","DKI1 (Bunderan HI)",60,6,39,71,13,71,"O3","SEDANG",189
"2014-07-29","2014","DKI1 (Bunderan HI)",24,7,13,41,11,41,"O3","BAIK",96
"2014-07-30","2014","DKI1 (Bunderan HI)",33,8,12,52,11,52,"O3","SEDANG",116
"2014-07-31","2014","DKI1 (Bunderan HI)",30,7,13,64,9,64,"O3","SEDANG",123
"2014-08-01","2014","DKI1 (Bunderan HI)",40,9,12,64,10,64,"O3","SEDANG",135
"2014-08-02","2014","DKI1 (Bunderan HI)",37,10,13,60,12,60,"O3","SEDANG",132
"2014-08-03","2014","DKI1 (Bunderan HI)",52,8,19,57,11,57,"O3","SEDANG",147
"2014-08-04","2014","DKI1 (Bunderan HI)",42,8,21,48,12,48,"O3","BAIK",131
"2014-08-05","2014","DKI1 (Bunderan HI)",44,10,17,43,11,44,"PM10","BAIK",125
"2014-08-06","2014","DKI1 (Bunderan HI)",39,11,14,39,7,39,"PM10","BAIK",110
"2014-08-07","2014","DKI1 (Bunderan HI)",45,10,21,49,11,49,"O3","BAIK",136
"2014-08-08","2014","DKI1 (Bunderan HI)",55,10,27,60,14,60,"O3","SEDANG",166
"2014-08-09","2014","DKI1 (Bunderan HI)",56,10,24,67,15,67,"O3","SEDANG",172
"2014-08-10","2014","DKI1 (Bunderan HI)",52,11,16,61,18,61,"O3","SEDANG",158
"2014-08-11","2014","DKI1 (Bunderan HI)",52,11,26,49,14,52,"PM10","SEDANG",152
"2014-08-12","2014","DKI1 (Bunderan HI)",54,12,34,59,18,59,"O3","SEDANG",177
"2014-08-13","2014","DKI1 (Bunderan HI)",50,11,32,44,17,50,"PM10","BAIK",154
"2014-08-14","2014","DKI1 (Bunderan HI)",57,13,24,49,13,57,"PM10","SEDANG",156
"2014-08-15","2014","DKI1 (Bunderan HI)",55,11,30,61,19,61,"O3","SEDANG",176
"2014-08-16","2014","DKI1 (Bunderan HI)",42,9,26,51,15,51,"O3","SEDANG",143
"2014-08-17","2014","DKI1 (Bunderan HI)",43,10,19,50,16,50,"O3","BAIK",138
"2014-08-18","2014","DKI1 (Bunderan HI)",51,11,23,60,13,60,"O3","SEDANG",158
"2014-08-19","2014","DKI1 (Bunderan HI)",53,14,25,50,18,53,"PM10","SEDANG",160
"2014-08-20","2014","DKI1 (Bunderan HI)",56,12,31,72,20,72,"O3","SEDANG",191
"2014-08-21","2014","DKI1 (Bunderan HI)",63,12,28,68,18,68,"O3","SEDANG",189
"2014-08-22","2014","DKI1 (Bunderan HI)",53,10,25,47,20,53,"PM10","SEDANG",155
"2014-08-23","2014","DKI1 (Bunderan HI)",51,13,18,62,13,62,"O3","SEDANG",157
"2014-08-24","2014","DKI1 (Bunderan HI)",49,9,15,62,8,62,"O3","SEDANG",143
"2014-08-25","2014","DKI1 (Bunderan HI)",41,9,30,68,25,68,"O3","SEDANG",173
"2014-08-26","2014","DKI1 (Bunderan HI)",44,13,31,65,17,65,"O3","SEDANG",170
"2014-08-27","2014","DKI1 (Bunderan HI)",55,12,26,45,18,55,"PM10","SEDANG",156
"2014-08-28","2014","DKI1 (Bunderan HI)",49,12,24,49,14,49,"PM10","BAIK",148
"2014-08-29","2014","DKI1 (Bunderan HI)",52,11,27,55,17,55,"O3","SEDANG",162
"2014-08-30","2014","DKI1 (Bunderan HI)",58,9,27,44,18,58,"PM10","SEDANG",156
"2014-08-31","2014","DKI1 (Bunderan HI)",55,10,17,54,14,55,"PM10","SEDANG",150
"2014-09-01","2014","DKI1 (Bunderan HI)",50,11,20,50,15,50,"PM10","BAIK",146
"2014-09-02","2014","DKI1 (Bunderan HI)",44,11,27,56,17,56,"O3","SEDANG",155
"2014-09-03","2014","DKI1 (Bunderan HI)",58,12,26,68,18,68,"O3","SEDANG",182
"2014-09-04","2014","DKI1 (Bunderan HI)",59,10,29,69,18,69,"O3","SEDANG",185
"2014-09-05","2014","DKI1 (Bunderan HI)",52,10,32,66,25,66,"O3","SEDANG",185
"2014-09-06","2014","DKI1 (Bunderan HI)",51,10,30,94,18,94,"O3","SEDANG",203
"2014-09-07","2014","DKI1 (Bunderan HI)",57,10,27,67,18,67,"O3","SEDANG",179
"2014-09-08","2014","DKI1 (Bunderan HI)",54,11,27,55,21,55,"O3","SEDANG",168
"2014-09-09","2014","DKI1 (Bunderan HI)",59,12,28,48,20,59,"PM10","SEDANG",167
