"tanggal","year","stasiun","pm10","so2","co","o3","no2","max","critical","categori","sum_partikulat"
"2019-09-13","2019","DKI1 (Bunderan HI)",57,21,22,90,18,90,"O3","SEDANG",208
"2019-09-14","2019","DKI1 (Bunderan HI)",63,21,20,89,14,89,"O3","SEDANG",207
"2019-09-15","2019","DKI1 (Bunderan HI)",55,21,16,50,14,55,"PM10","SEDANG",156
"2019-09-16","2019","DKI1 (Bunderan HI)",51,21,15,35,10,51,"PM10","SEDANG",132
"2019-09-17","2019","DKI1 (Bunderan HI)",51,22,17,35,14,51,"PM10","SEDANG",139
"2019-09-18","2019","DKI1 (Bunderan HI)",52,20,20,47,16,52,"PM10","SEDANG",155
"2019-09-19","2019","DKI1 (Bunderan HI)",54,19,24,46,14,19,"SO2","BAIK",157
"2019-09-20","2019","DKI1 (Bunderan HI)",55,20,19,41,13,55,"PM10","SEDANG",148
"2019-09-21","2019","DKI1 (Bunderan HI)",51,22,16,95,14,95,"O3","SEDANG",198
"2019-09-22","2019","DKI1 (Bunderan HI)",58,22,16,75,12,75,"O3","SEDANG",183
"2019-09-23","2019","DKI1 (Bunderan HI)",56,23,18,45,12,56,"PM10","SEDANG",154
"2019-09-24","2019","DKI1 (Bunderan HI)",54,22,18,48,12,54,"PM10","SEDANG",154
"2019-09-25","2019","DKI1 (Bunderan HI)",67,25,24,71,17,71,"O3","SEDANG",204
"2019-09-26","2019","DKI1 (Bunderan HI)",59,20,21,64,14,64,"O3","SEDANG",178
"2019-09-27","2019","DKI1 (Bunderan HI)",58,23,23,46,16,58,"PM10","SEDANG",166
"2019-09-28","2019","DKI1 (Bunderan HI)",61,19,18,49,10,61,"PM10","SEDANG",157
"2019-09-29","2019","DKI1 (Bunderan HI)",73,18,16,58,14,73,"PM10","SEDANG",179
"2019-09-30","2019","DKI1 (Bunderan HI)",62,18,17,65,14,65,"O3","SEDANG",176
"2019-10-01","2019","DKI1 (Bunderan HI)",62,24,18,75,16,75,"O3","SEDANG",195
"2019-10-02","2019","DKI1 (Bunderan HI)",62,20,15,56,16,62,"PM10","SEDANG",169
"2019-10-03","2019","DKI1 (Bunderan HI)",59,19,16,65,21,65,"O3","SEDANG",180
"2019-10-04","2019","DKI1 (Bunderan HI)",56,19,17,74,23,74,"O3","SEDANG",189
"2019-10-05","2019","DKI1 (Bunderan HI)",40,51,14,49,38,51,"SO2","SEDANG",192
"2019-10-06","2019","DKI1 (Bunderan HI)",54,17,24,46,14,0,"TIDAK ADA DATA","TIDAK ADA DATA",155
"2019-10-07","2019","DKI1 (Bunderan HI)",54,17,24,46,14,0,"TIDAK ADA DATA","TIDAK ADA DATA",155
"2019-10-08","2019","DKI1 (Bunderan HI)",54,25,19,52,13,52,"O3","SEDANG",163
"2019-10-09","2019","DKI1 (Bunderan HI)",54,19,19,47,16,47,"O3","BAIK",155
"2019-10-10","2019","DKI1 (Bunderan HI)",69,18,19,73,16,73,"O3","SEDANG",195
"2019-10-11","2019","DKI1 (Bunderan HI)",65,18,21,92,24,92,"O3","SEDANG",220
"2019-10-12","2019","DKI1 (Bunderan HI)",66,19,16,72,14,72,"O3","SEDANG",187
"2019-10-13","2019","DKI1 (Bunderan HI)",63,19,17,84,13,84,"O3","SEDANG",196
"2019-10-14","2019","DKI1 (Bunderan HI)",62,19,18,79,13,79,"O3","SEDANG",191
"2019-10-15","2019","DKI1 (Bunderan HI)",59,18,18,91,14,91,"O3","SEDANG",200
"2019-10-16","2019","DKI1 (Bunderan HI)",66,19,22,78,17,78,"O3","SEDANG",202
"2019-10-17","2019","DKI1 (Bunderan HI)",58,18,20,70,12,70,"O3","SEDANG",178
"2019-10-18","2019","DKI1 (Bunderan HI)",57,18,17,41,13,57,"PM10","SEDANG",146
"2019-10-19","2019","DKI1 (Bunderan HI)",57,19,17,30,11,57,"PM10","SEDANG",134
"2019-10-20","2019","DKI1 (Bunderan HI)",62,20,22,76,12,76,"O3","SEDANG",192
"2019-10-21","2019","DKI1 (Bunderan HI)",58,22,40,53,11,58,"PM10","SEDANG",184
"2019-10-22","2019","DKI1 (Bunderan HI)",55,23,16,66,16,66,"O3","SEDANG",176
"2019-10-23","2019","DKI1 (Bunderan HI)",52,22,15,73,17,73,"O3","SEDANG",179
"2019-10-24","2019","DKI1 (Bunderan HI)",63,25,14,61,18,63,"PM10","SEDANG",181
"2019-10-25","2019","DKI1 (Bunderan HI)",61,21,13,56,12,61,"PM10","SEDANG",163
"2019-10-26","2019","DKI1 (Bunderan HI)",63,23,13,93,15,93,"O3","SEDANG",207
"2019-10-27","2019","DKI1 (Bunderan HI)",68,22,28,72,12,72,"O3","SEDANG",202
"2019-10-28","2019","DKI1 (Bunderan HI)",59,19,16,45,15,59,"PM10","SEDANG",154
"2019-10-29","2019","DKI1 (Bunderan HI)",62,21,21,43,14,62,"PM10","SEDANG",161
"2019-10-30","2019","DKI1 (Bunderan HI)",56,23,19,89,16,89,"O3","SEDANG",203
"2019-10-31","2019","DKI1 (Bunderan HI)",59,28,18,58,14,59,"PM10","SEDANG",177
"2019-11-01","2019","DKI1 (Bunderan HI)",49,22,13,86,14,86,"O3","SEDANG",184
"2019-11-02","2019","DKI1 (Bunderan HI)",47,19,15,58,13,58,"O3","SEDANG",152
"2019-11-03","2019","DKI1 (Bunderan HI)",43,20,13,62,12,62,"O3","SEDANG",150
"2019-11-04","2019","DKI1 (Bunderan HI)",41,22,14,70,12,70,"O3","SEDANG",159
"2019-11-05","2019","DKI1 (Bunderan HI)",59,21,15,92,17,92,"O3","SEDANG",204
"2019-11-06","2019","DKI1 (Bunderan HI)",56,20,21,86,17,86,"O3","SEDANG",200
"2019-11-07","2019","DKI1 (Bunderan HI)",55,22,22,85,21,85,"O3","SEDANG",205
"2019-11-08","2019","DKI1 (Bunderan HI)",72,24,20,86,19,86,"O3","SEDANG",221
"2019-11-09","2019","DKI1 (Bunderan HI)",59,27,17,129,16,129,"O3","TIDAK SEHAT",248
"2019-11-10","2019","DKI1 (Bunderan HI)",63,27,16,79,20,79,"O3","SEDANG",205
"2019-11-11","2019","DKI1 (Bunderan HI)",59,24,13,78,18,78,"O3","SEDANG",192
"2019-11-12","2019","DKI1 (Bunderan HI)",62,22,17,78,15,78,"O3","SEDANG",194
"2019-11-13","2019","DKI1 (Bunderan HI)",73,24,20,63,20,73,"PM10","SEDANG",200
"2019-11-14","2019","DKI1 (Bunderan HI)",67,22,29,28,15,67,"PM10","SEDANG",161
"2019-11-15","2019","DKI1 (Bunderan HI)",55,29,15,36,10,55,"PM10","SEDANG",145
"2019-11-16","2019","DKI1 (Bunderan HI)",57,24,16,66,12,66,"O3","SEDANG",175
"2019-11-17","2019","DKI1 (Bunderan HI)",55,23,12,80,14,80,"O3","SEDANG",184
"2019-11-18","2019","DKI1 (Bunderan HI)",57,24,13,80,22,80,"O3","SEDANG",196
"2019-11-19","2019","DKI1 (Bunderan HI)",56,23,12,45,17,56,"PM10","SEDANG",153
"2019-11-20","2019","DKI1 (Bunderan HI)",48,21,15,63,15,63,"O3","SEDANG",162
"2019-11-21","2019","DKI1 (Bunderan HI)",52,25,14,66,13,66,"O3","SEDANG",170
"2019-11-22","2019","DKI1 (Bunderan HI)",53,20,19,57,17,57,"O3","SEDANG",166
"2019-11-23","2019","DKI1 (Bunderan HI)",67,21,21,72,19,72,"O3","SEDANG",200
"2019-11-24","2019","DKI1 (Bunderan HI)",64,22,21,69,13,69,"O3","SEDANG",189
"2019-11-25","2019","DKI1 (Bunderan HI)",63,21,18,82,18,82,"O3","SEDANG",202
"2019-11-26","2019","DKI1 (Bunderan HI)",64,22,20,66,15,66,"O3","SEDANG",187
"2019-11-27","2019","DKI1 (Bunderan HI)",54,17,24,46,14,0,"TIDAK ADA DATA","TIDAK ADA DATA",155
"2019-11-28","2019","DKI1 (Bunderan HI)",67,23,22,48,14,67,"PM10","SEDANG",174
"2019-11-29","2019","DKI1 (Bunderan HI)",58,21,16,53,11,58,"PM10","SEDANG",159
"2019-11-30","2019","DKI1 (Bunderan HI)",56,19,15,40,9,56,"PM10","SEDANG",139
"2019-12-01","2019","DKI1 (Bunderan HI)",54,17,24,46,14,0,"TIDAK ADA DATA","TIDAK ADA DATA",155
"2019-12-02","2019","DKI1 (Bunderan HI)",53,20,17,81,14,81,"O3","SEDANG",185
"2019-12-03","2019","DKI1 (Bunderan HI)",62,23,20,64,14,64,"O3","SEDANG",183
"2019-12-04","2019","DKI1 (Bunderan HI)",57,26,17,45,9,57,"PM10","SEDANG",154
"2019-12-05","2019","DKI1 (Bunderan HI)",56,23,15,41,13,56,"PM10","SEDANG",148
"2019-12-06","2019","DKI1 (Bunderan HI)",54,19,19,40,11,54,"PM10","SEDANG",143
"2019-12-07","2019","DKI1 (Bunderan HI)",42,23,14,31,10,42,"PM10","BAIK",120
"2019-12-08","2019","DKI1 (Bunderan HI)",51,21,22,57,10,57,"O3","SEDANG",161
"2019-12-09","2019","DKI1 (Bunderan HI)",53,22,18,69,19,69,"O3","SEDANG",181
"2019-12-10","2019","DKI1 (Bunderan HI)",55,21,18,52,12,55,"PM10","SEDANG",158
"2019-12-11","2019","DKI1 (Bunderan HI)",54,17,24,46,14,0,"TIDAK ADA DATA","TIDAK ADA DATA",155
"2019-12-12","2019","DKI1 (Bunderan HI)",54,22,24,46,14,46,"O3","BAIK",160
"2019-12-13","2019","DKI1 (Bunderan HI)",63,32,22,59,13,63,"PM10","SEDANG",189
"2019-12-14","2019","DKI1 (Bunderan HI)",53,23,15,48,13,53,"PM10","SEDANG",152
"2019-12-15","2019","DKI1 (Bunderan HI)",41,23,9,69,11,69,"O3","SEDANG",153
"2019-12-16","2019","DKI1 (Bunderan HI)",61,26,20,56,18,61,"PM10","SEDANG",181
"2019-12-17","2019","DKI1 (Bunderan HI)",56,25,16,38,12,56,"PM10","SEDANG",147
"2019-12-18","2019","DKI1 (Bunderan HI)",54,22,22,54,17,54,"PM10","SEDANG",169
"2019-12-19","2019","DKI1 (Bunderan HI)",54,24,17,46,13,54,"PM10","SEDANG",154
"2019-12-20","2019","DKI1 (Bunderan HI)",59,24,19,46,16,59,"PM10","SEDANG",164
"2019-12-21","2019","DKI1 (Bunderan HI)",57,22,28,49,14,57,"PM10","SEDANG",170
"2019-12-22","2019","DKI1 (Bunderan HI)",54,17,24,46,14,0,"TIDAK ADA DATA","TIDAK ADA DATA",155
"2019-12-23","2019","DKI1 (Bunderan HI)",54,23,20,73,14,73,"O3","SEDANG",184
"2019-12-24","2019","DKI1 (Bunderan HI)",55,23,23,64,11,64,"O3","SEDANG",176
"2019-12-25","2019","DKI1 (Bunderan HI)",51,20,11,43,9,51,"PM10","SEDANG",134
"2019-12-26","2019","DKI1 (Bunderan HI)",54,23,19,52,9,54,"PM10","SEDANG",157
"2019-12-27","2019","DKI1 (Bunderan HI)",52,28,21,41,11,52,"PM10","SEDANG",153
"2019-12-28","2019","DKI1 (Bunderan HI)",54,17,24,46,14,0,"TIDAK ADA DATA","TIDAK ADA DATA",155
"2019-12-29","2019","DKI1 (Bunderan HI)",54,17,24,46,14,0,"TIDAK ADA DATA","TIDAK ADA DATA",155
"2019-12-30","2019","DKI1 (Bunderan HI)",52,22,28,47,9,52,"PM10","SEDANG",158
"2019-12-31","2019","DKI1 (Bunderan HI)",41,22,14,29,9,41,"PM10","BAIK",115
"2020-01-01","2020","DKI1 (Bunderan HI)",30,20,10,32,9,32,"O3","BAIK",101
"2020-01-02","2020","DKI1 (Bunderan HI)",27,22,12,29,8,29,"O3","BAIK",98
"2020-01-03","2020","DKI1 (Bunderan HI)",39,22,14,32,10,39,"PM10","BAIK",117
"2020-01-04","2020","DKI1 (Bunderan HI)",34,22,14,38,10,38,"O3","BAIK",118
"2020-01-05","2020","DKI1 (Bunderan HI)",35,22,12,31,9,35,"PM10","BAIK",109
"2020-01-06","2020","DKI1 (Bunderan HI)",46,23,16,32,9,46,"PM10","BAIK",126
"2020-01-07","2020","DKI1 (Bunderan HI)",37,23,26,33,11,37,"PM10","BAIK",130
"2020-01-08","2020","DKI1 (Bunderan HI)",41,26,20,30,11,41,"PM10","BAIK",128
"2020-01-09","2020","DKI1 (Bunderan HI)",52,23,29,24,12,52,"PM10","SEDANG",140
"2020-01-10","2020","DKI1 (Bunderan HI)",24,24,18,25,8,25,"O3","BAIK",99
"2020-01-11","2020","DKI1 (Bunderan HI)",34,31,25,23,8,34,"PM10","BAIK",121
"2020-01-12","2020","DKI1 (Bunderan HI)",27,23,9,33,4,33,"O3","BAIK",96
"2020-01-13","2020","DKI1 (Bunderan HI)",33,26,12,36,8,36,"O3","BAIK",115
"2020-01-14","2020","DKI1 (Bunderan HI)",34,28,13,27,7,34,"PM10","BAIK",109
"2020-01-15","2020","DKI1 (Bunderan HI)",29,22,13,36,8,36,"O3","BAIK",108
"2020-01-16","2020","DKI1 (Bunderan HI)",52,60,19,30,8,60,"SO2","SEDANG",169
"2020-01-17","2020","DKI1 (Bunderan HI)",51,34,21,74,20,74,"O3","SEDANG",200
"2020-01-18","2020","DKI1 (Bunderan HI)",37,29,14,31,6,37,"PM10","BAIK",117
"2020-01-19","2020","DKI1 (Bunderan HI)",61,34,36,58,15,61,"PM10","SEDANG",204
"2020-01-20","2020","DKI1 (Bunderan HI)",47,30,15,33,9,47,"PM10","BAIK",134
"2020-01-21","2020","DKI1 (Bunderan HI)",30,36,14,26,9,36,"SO2","BAIK",115
"2020-01-22","2020","DKI1 (Bunderan HI)",40,36,18,28,15,40,"PM10","BAIK",137
"2020-01-23","2020","DKI1 (Bunderan HI)",41,17,27,19,18,41,"PM10","BAIK",122
"2020-01-24","2020","DKI1 (Bunderan HI)",44,17,24,16,13,44,"PM10","BAIK",114
"2020-01-25","2020","DKI1 (Bunderan HI)",27,17,31,27,12,31,"CO","BAIK",114
"2020-01-26","2020","DKI1 (Bunderan HI)",44,17,51,49,11,51,"CO","SEDANG",172
"2020-01-27","2020","DKI1 (Bunderan HI)",25,17,21,39,13,39,"O3","BAIK",115
"2020-01-28","2020","DKI1 (Bunderan HI)",63,17,27,40,17,63,"PM10","SEDANG",164
"2020-01-29","2020","DKI1 (Bunderan HI)",49,11,23,38,19,49,"PM10","BAIK",140
"2020-01-30","2020","DKI1 (Bunderan HI)",38,12,21,35,20,38,"PM10","BAIK",126
"2020-01-31","2020","DKI1 (Bunderan HI)",44,10,22,25,16,44,"PM10","BAIK",117
"2020-02-01","2020","DKI1 (Bunderan HI)",29,8,19,27,14,29,"PM10","BAIK",97
"2020-02-02","2020","DKI1 (Bunderan HI)",37,10,24,28,12,37,"PM10","BAIK",111
"2020-02-03","2020","DKI1 (Bunderan HI)",39,8,37,19,15,39,"PM10","BAIK",118
"2020-02-04","2020","DKI1 (Bunderan HI)",24,8,29,21,14,29,"CO","BAIK",96
"2020-02-05","2020","DKI1 (Bunderan HI)",43,8,30,29,12,43,"PM10","BAIK",122
"2020-02-06","2020","DKI1 (Bunderan HI)",50,9,26,32,18,50,"PM10","BAIK",135
"2020-02-07","2020","DKI1 (Bunderan HI)",51,19,28,25,16,51,"PM10","SEDANG",139
"2020-02-08","2020","DKI1 (Bunderan HI)",29,8,24,26,12,29,"PM10","BAIK",99
"2020-02-09","2020","DKI1 (Bunderan HI)",35,7,18,33,12,35,"PM10","BAIK",105
"2020-02-10","2020","DKI1 (Bunderan HI)",38,8,25,51,15,51,"O3","SEDANG",137
"2020-02-11","2020","DKI1 (Bunderan HI)",53,9,24,31,16,53,"PM10","SEDANG",133
"2020-02-12","2020","DKI1 (Bunderan HI)",47,10,18,68,19,68,"O3","SEDANG",162
"2020-02-13","2020","DKI1 (Bunderan HI)",43,7,16,39,20,43,"PM10","BAIK",125
"2020-02-14","2020","DKI1 (Bunderan HI)",51,6,25,21,18,51,"PM10","SEDANG",121
"2020-02-15","2020","DKI1 (Bunderan HI)",60,7,51,53,17,60,"PM10","SEDANG",188
"2020-02-16","2020","DKI1 (Bunderan HI)",52,7,24,41,16,52,"PM10","SEDANG",140
"2020-02-17","2020","DKI1 (Bunderan HI)",24,5,18,28,12,28,"O3","BAIK",87
"2020-02-18","2020","DKI1 (Bunderan HI)",45,16,48,23,15,48,"CO","BAIK",147
"2020-02-19","2020","DKI1 (Bunderan HI)",38,8,27,17,11,38,"PM10","BAIK",101
"2020-02-20","2020","DKI1 (Bunderan HI)",30,5,16,20,13,30,"PM10","BAIK",84
"2020-02-21","2020","DKI1 (Bunderan HI)",35,11,15,22,14,35,"PM10","BAIK",97
"2020-02-22","2020","DKI1 (Bunderan HI)",31,8,16,30,13,31,"PM10","BAIK",98
"2020-02-23","2020","DKI1 (Bunderan HI)",28,5,5,29,9,29,"O3","BAIK",76
"2020-02-24","2020","DKI1 (Bunderan HI)",20,4,10,27,9,27,"O3","BAIK",70
"2020-02-25","2020","DKI1 (Bunderan HI)",19,5,14,25,13,25,"O3","BAIK",76
"2020-02-26","2020","DKI1 (Bunderan HI)",42,5,15,27,13,42,"PM10","BAIK",102
"2020-02-27","2020","DKI1 (Bunderan HI)",33,5,16,22,13,33,"PM10","BAIK",89
"2020-02-28","2020","DKI1 (Bunderan HI)",54,6,17,25,16,25,"O3","BAIK",118
"2020-02-29","2020","DKI1 (Bunderan HI)",59,7,40,18,13,59,"PM10","SEDANG",137
"2020-03-01","2020","DKI1 (Bunderan HI)",45,5,13,28,8,45,"PM10","BAIK",99
"2020-03-02","2020","DKI1 (Bunderan HI)",34,5,15,32,10,34,"PM10","BAIK",96
"2020-03-03","2020","DKI1 (Bunderan HI)",59,5,23,29,14,59,"PM10","SEDANG",130
"2020-03-04","2020","DKI1 (Bunderan HI)",56,7,19,55,16,56,"PM10","SEDANG",153
"2020-03-05","2020","DKI1 (Bunderan HI)",35,6,16,30,13,35,"PM10","BAIK",100
"2020-03-06","2020","DKI1 (Bunderan HI)",36,10,19,33,16,36,"PM10","BAIK",114
"2020-03-07","2020","DKI1 (Bunderan HI)",37,7,17,28,17,37,"PM10","BAIK",106
"2020-03-08","2020","DKI1 (Bunderan HI)",45,7,16,39,11,45,"PM10","BAIK",118
"2020-03-09","2020","DKI1 (Bunderan HI)",39,6,12,19,11,39,"PM10","BAIK",87
"2020-03-10","2020","DKI1 (Bunderan HI)",30,5,12,33,11,33,"O3","BAIK",91
"2020-03-11","2020","DKI1 (Bunderan HI)",40,5,15,38,13,40,"PM10","BAIK",111
"2020-03-12","2020","DKI1 (Bunderan HI)",48,5,19,39,20,48,"PM10","BAIK",131
"2020-03-13","2020","DKI1 (Bunderan HI)",34,4,17,36,12,36,"O3","BAIK",103
"2020-03-14","2020","DKI1 (Bunderan HI)",64,6,19,87,17,87,"O3","SEDANG",193
"2020-03-15","2020","DKI1 (Bunderan HI)",50,3,17,42,13,50,"PM10","BAIK",125
"2020-03-16","2020","DKI1 (Bunderan HI)",50,4,20,36,19,50,"PM10","BAIK",129
"2020-03-17","2020","DKI1 (Bunderan HI)",41,4,21,57,15,57,"O3","SEDANG",138
"2020-03-18","2020","DKI1 (Bunderan HI)",44,3,15,54,12,54,"O3","SEDANG",128
"2020-03-19","2020","DKI1 (Bunderan HI)",62,7,26,37,14,62,"PM10","SEDANG",146
"2020-03-20","2020","DKI1 (Bunderan HI)",48,4,12,51,14,51,"O3","SEDANG",129
"2020-03-21","2020","DKI1 (Bunderan HI)",43,6,15,37,17,43,"PM10","BAIK",118
"2020-03-22","2020","DKI1 (Bunderan HI)",34,4,7,42,9,42,"O3","BAIK",96
"2020-03-23","2020","DKI1 (Bunderan HI)",40,4,12,66,13,66,"O3","SEDANG",135
"2020-03-24","2020","DKI1 (Bunderan HI)",58,4,20,54,17,58,"PM10","SEDANG",153
"2020-03-25","2020","DKI1 (Bunderan HI)",33,3,7,63,8,63,"O3","SEDANG",114
"2020-03-26","2020","DKI1 (Bunderan HI)",49,4,10,42,10,49,"PM10","BAIK",115
"2020-03-27","2020","DKI1 (Bunderan HI)",43,4,9,62,10,62,"O3","SEDANG",128
"2020-03-28","2020","DKI1 (Bunderan HI)",58,6,12,67,14,67,"O3","SEDANG",157
"2020-03-29","2020","DKI1 (Bunderan HI)",61,7,7,56,8,61,"PM10","SEDANG",139
"2020-03-30","2020","DKI1 (Bunderan HI)",47,6,9,68,12,68,"O3","SEDANG",142
"2020-03-31","2020","DKI1 (Bunderan HI)",51,11,9,84,10,84,"O3","SEDANG",165
"2020-04-01","2020","DKI1 (Bunderan HI)",38,6,12,67,10,67,"O3","SEDANG",133
"2020-04-02","2020","DKI1 (Bunderan HI)",32,4,6,33,7,33,"O3","BAIK",82
"2020-04-03","2020","DKI1 (Bunderan HI)",30,5,4,33,5,33,"O3","BAIK",77
"2020-04-04","2020","DKI1 (Bunderan HI)",42,6,8,47,7,47,"O3","BAIK",110
"2020-04-05","2020","DKI1 (Bunderan HI)",50,4,6,63,8,63,"O3","SEDANG",131
"2020-04-06","2020","DKI1 (Bunderan HI)",45,4,8,37,9,45,"PM10","BAIK",103
"2020-04-07","2020","DKI1 (Bunderan HI)",26,3,11,35,9,35,"O3","BAIK",84
"2020-04-08","2020","DKI1 (Bunderan HI)",26,5,5,31,7,31,"O3","BAIK",74
"2020-04-09","2020","DKI1 (Bunderan HI)",36,3,5,27,10,36,"PM10","BAIK",81
"2020-04-10","2020","DKI1 (Bunderan HI)",50,2,7,71,10,71,"O3","SEDANG",140
"2020-04-11","2020","DKI1 (Bunderan HI)",48,2,6,88,6,88,"O3","SEDANG",150
"2020-04-12","2020","DKI1 (Bunderan HI)",65,3,14,86,13,86,"O3","SEDANG",181
"2020-04-13","2020","DKI1 (Bunderan HI)",40,2,8,46,9,46,"O3","BAIK",105
"2020-04-14","2020","DKI1 (Bunderan HI)",48,4,8,51,10,51,"O3","SEDANG",121
"2020-04-15","2020","DKI1 (Bunderan HI)",40,2,8,46,11,46,"O3","BAIK",107
"2020-04-16","2020","DKI1 (Bunderan HI)",34,3,7,41,9,41,"O3","BAIK",94
"2020-04-17","2020","DKI1 (Bunderan HI)",43,2,8,54,9,54,"O3","SEDANG",116
"2020-04-18","2020","DKI1 (Bunderan HI)",43,4,5,72,7,72,"O3","SEDANG",131
"2020-04-19","2020","DKI1 (Bunderan HI)",59,5,7,87,9,87,"O3","SEDANG",167
"2020-04-20","2020","DKI1 (Bunderan HI)",60,3,24,73,7,73,"O3","SEDANG",167
"2020-04-21","2020","DKI1 (Bunderan HI)",46,4,24,35,10,46,"PM10","BAIK",119
"2020-04-22","2020","DKI1 (Bunderan HI)",74,14,6,47,11,74,"PM10","SEDANG",152
"2020-04-23","2020","DKI1 (Bunderan HI)",45,5,5,43,7,45,"PM10","BAIK",105
"2020-04-24","2020","DKI1 (Bunderan HI)",43,4,3,27,8,43,"PM10","BAIK",85
"2020-04-25","2020","DKI1 (Bunderan HI)",46,3,7,45,8,46,"PM10","BAIK",109
"2020-04-26","2020","DKI1 (Bunderan HI)",57,3,5,45,8,57,"PM10","SEDANG",118
"2020-04-27","2020","DKI1 (Bunderan HI)",36,1,4,71,8,71,"O3","SEDANG",120
"2020-04-28","2020","DKI1 (Bunderan HI)",49,2,7,45,13,49,"PM10","BAIK",116
"2020-04-29","2020","DKI1 (Bunderan HI)",53,4,6,52,11,53,"PM10","SEDANG",126
"2020-04-30","2020","DKI1 (Bunderan HI)",61,5,6,33,14,61,"PM10","SEDANG",119
"2020-05-01","2020","DKI1 (Bunderan HI)",47,2,24,38,10,47,"PM10","BAIK",121
"2020-05-02","2020","DKI1 (Bunderan HI)",32,2,12,29,9,32,"PM10","BAIK",84
"2020-05-03","2020","DKI1 (Bunderan HI)",52,5,11,35,9,52,"PM10","SEDANG",112
"2020-05-04","2020","DKI1 (Bunderan HI)",50,4,4,30,8,50,"PM10","BAIK",96
"2020-05-05","2020","DKI1 (Bunderan HI)",51,7,7,34,9,51,"PM10","SEDANG",108
"2020-05-06","2020","DKI1 (Bunderan HI)",44,4,4,29,7,44,"PM10","BAIK",88
"2020-05-07","2020","DKI1 (Bunderan HI)",50,4,3,48,9,50,"PM10","BAIK",114
"2020-05-08","2020","DKI1 (Bunderan HI)",60,4,4,60,10,60,"PM10","SEDANG",138
"2020-05-09","2020","DKI1 (Bunderan HI)",56,4,3,34,12,56,"PM10","SEDANG",109
"2020-05-10","2020","DKI1 (Bunderan HI)",64,5,3,44,12,64,"PM10","SEDANG",128
"2020-05-11","2020","DKI1 (Bunderan HI)",44,2,4,47,8,47,"O3","BAIK",105
"2020-05-12","2020","DKI1 (Bunderan HI)",47,3,4,62,10,62,"O3","SEDANG",126
"2020-05-13","2020","DKI1 (Bunderan HI)",54,2,3,38,8,54,"PM10","SEDANG",105
"2020-05-14","2020","DKI1 (Bunderan HI)",56,7,9,42,9,56,"PM10","SEDANG",123
"2020-05-15","2020","DKI1 (Bunderan HI)",60,7,7,40,9,60,"PM10","SEDANG",123
"2020-05-16","2020","DKI1 (Bunderan HI)",58,6,8,57,8,58,"PM10","SEDANG",137
"2020-05-17","2020","DKI1 (Bunderan HI)",60,6,8,83,7,83,"O3","SEDANG",164
"2020-05-18","2020","DKI1 (Bunderan HI)",54,4,6,43,10,54,"PM10","SEDANG",117
"2020-05-19","2020","DKI1 (Bunderan HI)",30,8,8,59,13,59,"O3","SEDANG",118
"2020-05-20","2020","DKI1 (Bunderan HI)",50,12,10,34,8,50,"PM10","BAIK",114
"2020-05-21","2020","DKI1 (Bunderan HI)",27,7,7,49,9,49,"O3","BAIK",99
"2020-05-22","2020","DKI1 (Bunderan HI)",58,8,7,42,8,58,"PM10","SEDANG",123
"2020-05-23","2020","DKI1 (Bunderan HI)",42,3,10,52,8,52,"O3","SEDANG",115
"2020-05-24","2020","DKI1 (Bunderan HI)",41,3,8,43,5,43,"O3","BAIK",100
"2020-05-25","2020","DKI1 (Bunderan HI)",26,2,4,27,5,27,"O3","BAIK",64
"2020-05-26","2020","DKI1 (Bunderan HI)",32,4,5,29,8,32,"PM10","BAIK",78
"2020-05-27","2020","DKI1 (Bunderan HI)",22,4,4,65,8,65,"O3","SEDANG",103
"2020-05-28","2020","DKI1 (Bunderan HI)",44,5,6,90,16,90,"O3","SEDANG",161
"2020-05-29","2020","DKI1 (Bunderan HI)",58,8,6,74,12,74,"O3","SEDANG",158
"2020-05-30","2020","DKI1 (Bunderan HI)",52,16,7,41,10,52,"PM10","SEDANG",126
"2020-05-31","2020","DKI1 (Bunderan HI)",48,14,7,46,9,48,"PM10","BAIK",124
"2020-06-01","2020","DKI1 (Bunderan HI)",50,14,10,45,9,50,"PM10","BAIK",128
"2020-06-02","2020","DKI1 (Bunderan HI)",44,14,7,37,8,44,"PM10","BAIK",110
"2020-06-03","2020","DKI1 (Bunderan HI)",41,14,4,31,8,41,"PM10","BAIK",98
"2020-06-04","2020","DKI1 (Bunderan HI)",45,18,4,28,8,45,"PM10","BAIK",103
"2020-06-05","2020","DKI1 (Bunderan HI)",56,18,6,60,12,60,"O3","SEDANG",152
"2020-06-06","2020","DKI1 (Bunderan HI)",69,18,7,74,13,74,"O3","SEDANG",181
"2020-06-07","2020","DKI1 (Bunderan HI)",55,16,5,65,9,65,"O3","SEDANG",150
"2020-06-08","2020","DKI1 (Bunderan HI)",59,15,5,33,10,59,"PM10","SEDANG",122
"2020-06-09","2020","DKI1 (Bunderan HI)",58,14,6,41,12,58,"PM10","SEDANG",131
"2020-06-10","2020","DKI1 (Bunderan HI)",67,16,10,34,10,67,"PM10","SEDANG",137
"2020-06-11","2020","DKI1 (Bunderan HI)",63,16,6,40,10,63,"PM10","SEDANG",135
"2020-06-12","2020","DKI1 (Bunderan HI)",49,15,6,58,13,58,"O3","SEDANG",141
"2020-06-13","2020","DKI1 (Bunderan HI)",60,16,6,61,10,61,"O3","SEDANG",153
